mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.1084291458129885,0.4789836429611317,0.002321624755859375,0.0003431939704741506,relu,10,adam,"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.979050279329609,0.9752094972067039,0.977645826056584,0.977645826056584,0.9762486901851205,0.9771600237669202,0.001317585411348054,17
3.642747974395752,0.8718153861111143,0.0034252166748046874,0.0007855348915568548,tanh,"(5, 5)",adam,"{'activation': 'tanh', 'hidden_layer_sizes': (5, 5), 'solver': 'adam'}",0.9814944134078212,0.9755586592178771,0.9772965420887181,0.9762486901851205,0.9752008382815229,0.9771598286362121,0.002282055025778101,18
2.3670955181121824,0.31037858236054383,0.0028201580047607423,0.00031301879276131696,tanh,10,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.9780027932960894,0.9748603351955307,0.9783443939923158,0.9790429619280475,0.974851554313657,0.9770204077451281,0.001798809884509897,19
2.1511341094970704,0.36879835636783503,0.002412271499633789,0.00037305642066120295,logistic,10,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.9783519553072626,0.9748603351955307,0.9779951100244498,0.9786936779601816,0.9752008382815229,0.9770203833537895,0.001643145952468025,20
2.539455795288086,0.724232484409195,0.002785491943359375,0.0007523667087408792,relu,5,adam,"{'activation': 'relu', 'hidden_layer_sizes': 5, 'solver': 'adam'}",0.9780027932960894,0.9752094972067039,0.977645826056584,0.9783443939923158,0.9758994062172547,0.9770203833537895,0.0012365444123426887,20
3.2888232231140138,0.6014403267641093,0.003597545623779297,0.0004903567012919028,logistic,"(5, 5, 5, 5)",lbfgs,"{'activation': 'logistic', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'lbfgs'}",0.9787011173184358,0.9748603351955307,0.9752008382815229,0.983234369542438,0.9731051344743277,0.977020358962451,0.00359845014176352,22
1.6343546390533448,0.09140953849893953,0.004002666473388672,0.0010810089214812791,tanh,"(5, 5)",lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': (5, 5), 'solver': 'lbfgs'}",0.979050279329609,0.9759078212290503,0.974851554313657,0.9807893817673768,0.9745022703457912,0.9770202613970967,0.0024742002201795033,23
1.0087565422058105,0.10543365279217419,0.0023984432220458983,0.0008008162633289152,relu,10,lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.9787011173184358,0.9741620111731844,0.9779951100244498,0.9779951100244498,0.9758994062172547,0.976950550951555,0.0016809252967571603,24
2.8299232006072996,1.0539870571924155,0.0037804603576660155,0.00026311901178239193,relu,"(10, 10, 10, 10)",adam,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10, 10, 10), 'solver': 'adam'}",0.9793994413407822,0.9741620111731844,0.9765979741529863,0.9779951100244498,0.9762486901851205,0.9768806453753045,0.0017582153950620489,25
3.866618585586548,0.4924278946591616,0.002505922317504883,0.00021048667017771217,logistic,"(5, 5)",adam,"{'activation': 'logistic', 'hidden_layer_sizes': (5, 5), 'solver': 'adam'}",0.9787011173184358,0.9759078212290503,0.9765979741529863,0.9769472581208523,0.9762486901851205,0.9768805722012891,0.0009740854714744503,26
3.8159233570098876,1.0983486183542925,0.003709840774536133,0.00026168558234771947,tanh,"(10, 10, 10)",adam,"{'activation': 'tanh', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'adam'}",0.9807960893854749,0.9738128491620112,0.9755501222493888,0.9783443939923158,0.9758994062172547,0.9768805722012891,0.002433834729968057,26
2.708244514465332,0.4613730239025271,0.0023618698120117187,0.00047785798950455706,logistic,5,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 5, 'solver': 'adam'}",0.977304469273743,0.9741620111731844,0.9783443939923158,0.9786936779601816,0.9752008382815229,0.9767410781361896,0.0017733923756801026,28
0.7118762016296387,0.021386629075461697,0.002857828140258789,0.0003081118120334539,logistic,5,lbfgs,"{'activation': 'logistic', 'hidden_layer_sizes': 5, 'solver': 'lbfgs'}",0.9787011173184358,0.9748603351955307,0.9752008382815229,0.9786936779601816,0.9762486901851205,0.9767409317881584,0.0016617086552464556,29
5.07548975944519,0.626713515674919,0.0030886173248291016,0.0004660163627702084,logistic,"(5, 5, 5, 5)",adam,"{'activation': 'logistic', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'adam'}",0.9769553072625698,0.973463687150838,0.977645826056584,0.9793922458959133,0.9758994062172547,0.976671294516632,0.001965630073561203,30
4.385658502578735,0.9340906507402598,0.0029168128967285156,0.00011289435677301278,logistic,"(5, 5, 5)",adam,"{'activation': 'logistic', 'hidden_layer_sizes': (5, 5, 5), 'solver': 'adam'}",0.9762569832402235,0.9752094972067039,0.9772965420887181,0.9779951100244498,0.9765979741529863,0.9766712213426164,0.0009441719211206957,31
1.7482635974884033,0.06210520665045507,0.003220987319946289,0.0004440902855637285,logistic,"(10, 10)",lbfgs,"{'activation': 'logistic', 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",0.9762569832402235,0.9752094972067039,0.9755501222493888,0.9797415298637793,0.9765979741529863,0.9766712213426164,0.0016122812036200814,31
1.4120908737182618,0.6314637370431675,0.002338123321533203,0.0002054251003737585,identity,"(5, 5, 5, 5)",adam,"{'activation': 'identity', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'adam'}",0.9776536312849162,0.9745111731843575,0.9779951100244498,0.9783443939923158,0.974851554313657,0.9766711725599393,0.0016428215595553212,33
5.176888084411621,0.47909695827245236,0.0033599376678466798,0.0008307415395340792,logistic,"(5, 10, 5)",adam,"{'activation': 'logistic', 'hidden_layer_sizes': (5, 10, 5), 'solver': 'adam'}",0.977304469273743,0.9755586592178771,0.9772965420887181,0.9786936779601816,0.9745022703457912,0.9766711237772622,0.0014713600924418943,34
3.1804940700531006,1.0751669882069133,0.0025819778442382813,0.0003915456392332856,relu,"(5, 5, 5)",adam,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5, 5), 'solver': 'adam'}",0.9797486033519553,0.9741620111731844,0.9772965420887181,0.9769472581208523,0.9752008382815229,0.9766710506032465,0.0019181065791461732,35
1.7551599502563477,0.22027897210540362,0.003027820587158203,7.252857763164722e-05,relu,"(5, 5, 5)",lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5, 5), 'solver': 'lbfgs'}",0.9766061452513967,0.9741620111731844,0.977645826056584,0.9786936779601816,0.9758994062172547,0.9766014133317202,0.0015434952857888162,36
2.778847360610962,1.1890829559312759,0.0033628463745117186,0.00043094083712079525,tanh,"(10, 10)",adam,"{'activation': 'tanh', 'hidden_layer_sizes': (10, 10), 'solver': 'adam'}",0.9787011173184358,0.9755586592178771,0.9772965420887181,0.977645826056584,0.9738037024100594,0.9766011694183347,0.0017261101358916932,37
3.8006434440612793,1.1572535203898222,0.002808237075805664,0.0003642648781186718,relu,"(5, 5, 5, 5)",adam,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'adam'}",0.9762569832402235,0.9741620111731844,0.9786936779601816,0.9790429619280475,0.9745022703457912,0.9765315809294857,0.002039120607325722,38
3.361336898803711,0.3066615889134236,0.0029543399810791015,0.0005635829450828496,logistic,10,sgd,"{'activation': 'logistic', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.9769553072625698,0.9741620111731844,0.9772965420887181,0.9783443939923158,0.9758994062172547,0.9765315321468085,0.0014188380080977574,39
1.6169703960418702,0.2171779696437425,0.006188440322875977,0.002313202919156966,relu,"(5, 5)",lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5), 'solver': 'lbfgs'}",0.9783519553072626,0.9738128491620112,0.9762486901851205,0.9786936779601816,0.9755501222493888,0.9765314589727929,0.001812358524602888,40
1.6928205966949463,0.051933426357873604,0.003167247772216797,0.0004131537554400815,relu,"(10, 10)",lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",0.977304469273743,0.9752094972067039,0.9772965420887181,0.977645826056584,0.9752008382815229,0.9765314345814545,0.0010902151557512037,41
2.97056622505188,0.8901093986279502,0.0020645618438720702,0.00011572874176823357,relu,"(5, 5)",adam,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5), 'solver': 'adam'}",0.9769553072625698,0.9759078212290503,0.9765979741529863,0.9772965420887181,0.9758994062172547,0.9765314101901158,0.0005581825016106955,42
2.6261411190032957,0.7094172233641304,0.0028279304504394533,0.0010839052706922527,tanh,5,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 5, 'solver': 'adam'}",0.9759078212290503,0.9741620111731844,0.9783443939923158,0.977645826056584,0.9762486901851205,0.976461748527251,0.001455157362564826,43
1.080282974243164,0.43328961808934163,0.002392292022705078,0.0008200956890555059,identity,10,adam,"{'activation': 'identity', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.9748603351955307,0.9759078212290503,0.9762486901851205,0.980440097799511,0.974851554313657,0.9764616997445739,0.002065756146961179,44
3.214444398880005,0.6099860528143547,0.002904939651489258,0.0006486671838530858,logistic,"(10, 10)",adam,"{'activation': 'logistic', 'hidden_layer_sizes': (10, 10), 'solver': 'adam'}",0.9787011173184358,0.9731145251396648,0.9779951100244498,0.977645826056584,0.974851554313657,0.9764616265705582,0.002124365288599123,45
3.1043373107910157,0.2015724690750557,0.0038079261779785157,0.0003451282524855616,relu,"(10, 10, 10, 10)",lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10, 10, 10), 'solver': 'lbfgs'}",0.977304469273743,0.9745111731843575,0.9790429619280475,0.977645826056584,0.9734544184421935,0.976391769776985,0.0020784212159157276,46
4.311176919937134,0.9419044345727756,0.004004144668579101,0.0002826946938052928,logistic,"(10, 10, 10, 10)",adam,"{'activation': 'logistic', 'hidden_layer_sizes': (10, 10, 10, 10), 'solver': 'adam'}",0.9766061452513967,0.9755586592178771,0.9765979741529863,0.9772965420887181,0.9758994062172547,0.9763917453856464,0.0006072207342413203,47
2.2953728675842284,0.6819429146076773,0.0028290748596191406,0.00020016468690830602,relu,"(10, 10, 10)",adam,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'adam'}",0.9787011173184358,0.9741620111731844,0.9786936779601816,0.9758994062172547,0.9745022703457912,0.9763916966029695,0.001970599945750285,48
2.2205824851989746,0.7315897406502401,0.0024126052856445314,0.0005458452736725186,identity,5,adam,"{'activation': 'identity', 'hidden_layer_sizes': 5, 'solver': 'adam'}",0.977304469273743,0.9727653631284916,0.9765979741529863,0.9779951100244498,0.9765979741529863,0.9762521781465315,0.0018189093915674222,49
2.4089086055755615,0.12162022188012489,0.0034820556640625,0.0003556581102394527,relu,"(10, 10, 10)",lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'lbfgs'}",0.9769553072625698,0.9752094972067039,0.977645826056584,0.9769472581208523,0.9745022703457912,0.9762520317985002,0.0011890451604543192,50
5.419558906555176,1.6501469295180748,0.003958320617675782,0.0006186528475489989,tanh,"(5, 5, 5, 5)",adam,"{'activation': 'tanh', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'adam'}",0.9755586592178771,0.9731145251396648,0.9793922458959133,0.9783443939923158,0.9745022703457912,0.9761824189183125,0.0023495136974890606,51
4.244619417190552,0.6264148548368287,0.00470118522644043,0.000721142976369597,tanh,"(10, 10, 10, 10)",adam,"{'activation': 'tanh', 'hidden_layer_sizes': (10, 10, 10, 10), 'solver': 'adam'}",0.9787011173184358,0.9748603351955307,0.9783443939923158,0.9752008382815229,0.9738037024100594,0.976182077439573,0.001969145774774271,52
0.8775431156158447,0.6033219524303662,0.0024994373321533202,0.00032223890283634277,identity,"(10, 10, 10)",adam,"{'activation': 'identity', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'adam'}",0.977304469273743,0.9727653631284916,0.9786936779601816,0.9793922458959133,0.97205728257073,0.9760426077658119,0.0030483993362649315,53
1.7478352546691895,0.11507590257440006,0.0024399757385253906,0.00046700628911347584,identity,"(5, 5, 5)",adam,"{'activation': 'identity', 'hidden_layer_sizes': (5, 5, 5), 'solver': 'adam'}",0.9769553072625698,0.9741620111731844,0.9762486901851205,0.9786936779601816,0.9741529863779252,0.9760425345917962,0.0017326843923458465,54
1.3574830055236817,0.40199276607627304,0.0023985385894775392,0.0003842025086160707,logistic,10,lbfgs,"{'activation': 'logistic', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.9748603351955307,0.9738128491620112,0.9772965420887181,0.9790429619280475,0.974851554313657,0.9759728485375929,0.0019151159141394545,55
1.0888416290283203,0.02637801490338317,0.003155422210693359,0.0009225455440116109,tanh,10,lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.9755586592178771,0.9731145251396648,0.9745022703457912,0.9797415298637793,0.9762486901851205,0.9758331349504467,0.0022219637161125247,56
1.585465145111084,0.3759678314485222,0.0021724700927734375,0.0004565134459654989,identity,"(5, 5)",adam,"{'activation': 'identity', 'hidden_layer_sizes': (5, 5), 'solver': 'adam'}",0.9780027932960894,0.9738128491620112,0.9758994062172547,0.9765979741529863,0.974851554313657,0.9758329154283997,0.0014381824081727802,57
2.754111576080322,0.010111240286030537,0.0024364471435546877,0.00039863624641181116,logistic,5,sgd,"{'activation': 'logistic', 'hidden_layer_sizes': 5, 'solver': 'sgd'}",0.9762569832402235,0.9745111731843575,0.9762486901851205,0.9769472581208523,0.9745022703457912,0.9756932750152689,0.0010014572845841146,58
5.2166643142700195,2.1456005816688712,0.004350137710571289,0.001240823481634596,relu,"(5, 5, 5)",sgd,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5, 5), 'solver': 'sgd'}",0.9766061452513967,0.973463687150838,0.9758994062172547,0.9772965420887181,0.974851554313657,0.975623467004373,0.0013491832671701607,59
4.388139009475708,1.769134542267544,0.0034958362579345704,0.00037337660614221706,tanh,"(5, 10, 5)",adam,"{'activation': 'tanh', 'hidden_layer_sizes': (5, 10, 5), 'solver': 'adam'}",0.9769553072625698,0.9755586592178771,0.9752008382815229,0.9738037024100594,0.9765979741529863,0.9756232962650031,0.0011151520771247568,60
0.6767883777618409,0.1249830919046965,0.003032064437866211,0.0006485092568913663,identity,"(10, 10, 10)",sgd,"{'activation': 'identity', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'sgd'}",0.9752094972067039,0.9738128491620112,0.9762486901851205,0.9779951100244498,0.9741529863779252,0.9754838265912422,0.0015185597553435814,61
2.1885573863983154,0.2553421520425021,0.002317047119140625,0.0002256696826565654,tanh,10,sgd,"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.9766061452513967,0.9748603351955307,0.9765979741529863,0.974851554313657,0.9745022703457912,0.9754836558518724,0.0009222674487397411,62
2.6147714614868165,0.17555078839954216,0.003688526153564453,0.0002987645427845638,logistic,"(10, 10, 10)",lbfgs,"{'activation': 'logistic', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'lbfgs'}",0.9766061452513967,0.9738128491620112,0.9752008382815229,0.9772965420887181,0.9741529863779252,0.9754138722323148,0.0013538428427165596,63
3.1262417793273927,0.871501951088587,0.003381013870239258,0.0004635313143102885,tanh,"(5, 5, 5, 5)",sgd,"{'activation': 'tanh', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'sgd'}",0.9759078212290503,0.9720670391061452,0.9762486901851205,0.9769472581208523,0.9755501222493888,0.9753441861781115,0.001702219387722686,64
1.2873273372650147,0.36796117834850045,0.002692127227783203,0.0011676072916118863,relu,5,sgd,"{'activation': 'relu', 'hidden_layer_sizes': 5, 'solver': 'sgd'}",0.977304469273743,0.973463687150838,0.9779951100244498,0.9741529863779252,0.9738037024100594,0.9753439910474031,0.0019077961452365073,65
1.8413386344909668,0.27197276464597747,0.0029593467712402343,0.0001680014855492209,relu,"(5, 10, 5)",lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': (5, 10, 5), 'solver': 'lbfgs'}",0.9766061452513967,0.9745111731843575,0.9762486901851205,0.9741529863779252,0.9752008382815229,0.9753439666560645,0.0009533188544842198,66
3.2640132904052734,1.3930087194423206,0.002464628219604492,0.0003172912431173714,relu,"(5, 5, 5, 5)",sgd,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'sgd'}",0.9755586592178771,0.9738128491620112,0.9755501222493888,0.9765979741529863,0.974851554313657,0.975274231819184,0.0009190869148530389,67
0.930777645111084,0.3750566752480961,0.0027831077575683595,0.0002060076368847851,identity,"(10, 10, 10, 10)",adam,"{'activation': 'identity', 'hidden_layer_sizes': (10, 10, 10, 10), 'solver': 'adam'}",0.9780027932960894,0.9713687150837989,0.9755501222493888,0.9779951100244498,0.9734544184421935,0.975274231819184,0.0025880155783174295,67
1.7403820991516112,0.29199829917964126,0.002618551254272461,0.0003922873254528146,relu,"(10, 10)",sgd,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10), 'solver': 'sgd'}",0.977304469273743,0.9724162011173184,0.9762486901851205,0.9769472581208523,0.9731051344743277,0.9752043506342725,0.0020356500740135856,69
3.9862853050231934,0.23263338691174562,0.004830741882324218,0.0006204172518613897,tanh,"(10, 10, 10, 10)",lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': (10, 10, 10, 10), 'solver': 'lbfgs'}",0.9766061452513967,0.9748603351955307,0.974851554313657,0.9745022703457912,0.974851554313657,0.9751343718840065,0.0007484299382575118,70
2.7176755905151366,0.18760594880958228,0.0039385795593261715,0.00010794024050131916,tanh,"(5, 10, 5)",lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': (5, 10, 5), 'solver': 'lbfgs'}",0.9748603351955307,0.9713687150837989,0.9758994062172547,0.9800908138316451,0.9731051344743277,0.9750648809605116,0.0029495939068807367,71
3.160580778121948,0.9375224037146308,0.00397648811340332,0.0003064479834469509,tanh,"(10, 10, 10)",sgd,"{'activation': 'tanh', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'sgd'}",0.9766061452513967,0.9710195530726257,0.9758994062172547,0.9769472581208523,0.9745022703457912,0.9749949266015842,0.002157406413029807,72
3.112861728668213,0.5584374149510191,0.0034595012664794924,0.0012819820552570048,tanh,"(5, 10, 5)",sgd,"{'activation': 'tanh', 'hidden_layer_sizes': (5, 10, 5), 'solver': 'sgd'}",0.9762569832402235,0.9731145251396648,0.9758994062172547,0.9762486901851205,0.9734544184421935,0.9749948046448914,0.0014065467237507272,73
1.0265561103820802,0.4126636405037357,0.0025127410888671877,0.000453157481223584,identity,"(10, 10)",adam,"{'activation': 'identity', 'hidden_layer_sizes': (10, 10), 'solver': 'adam'}",0.973463687150838,0.9752094972067039,0.9745022703457912,0.9772965420887181,0.9741529863779252,0.9749249966339952,0.0013126531282459594,74
2.2925655364990236,0.23363884940714857,0.0030229568481445314,5.349645407202988e-05,relu,"(5, 5, 5, 5)",lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5, 5, 5), 'solver': 'lbfgs'}",0.9766061452513967,0.9720670391061452,0.974851554313657,0.9786936779601816,0.9724065665385959,0.9749249966339952,0.0025117732685479657,74
2.3850964546203612,0.8679350535052414,0.0030207157135009764,7.06587398908441e-05,relu,"(10, 10, 10)",sgd,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10, 10), 'solver': 'sgd'}",0.9755586592178771,0.9738128491620112,0.9758994062172547,0.9755501222493888,0.9738037024100594,0.9749249478513182,0.0009204300153031129,76
0.579634141921997,0.20337739558769585,0.00219111442565918,0.00020944050490939806,identity,10,sgd,"{'activation': 'identity', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.977304469273743,0.9724162011173184,0.9741529863779252,0.9779951100244498,0.9727558505064617,0.9749249234599796,0.0023100967923164327,77
0.6632099628448487,0.09255710096709496,0.002485513687133789,0.0004489404244775861,identity,"(10, 10)",sgd,"{'activation': 'identity', 'hidden_layer_sizes': (10, 10), 'solver': 'sgd'}",0.9776536312849162,0.9727653631284916,0.9769472581208523,0.9752008382815229,0.97205728257073,0.9749248746773027,0.002213543672319058,78
0.9632354736328125,0.15852350358958467,0.002275991439819336,0.00036293449082677975,identity,"(5, 10, 5)",sgd,"{'activation': 'identity', 'hidden_layer_sizes': (5, 10, 5), 'solver': 'sgd'}",0.9759078212290503,0.9731145251396648,0.9738037024100594,0.9786936779601816,0.9727558505064617,0.9748551154490835,0.0022083835225782697,79
2.744276237487793,0.7440706987435043,0.0036821842193603517,0.0003632008066382265,relu,"(10, 10, 10, 10)",sgd,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10, 10, 10), 'solver': 'sgd'}",0.9762569832402235,0.9738128491620112,0.9762486901851205,0.9745022703457912,0.9734544184421935,0.974855042275068,0.001189962571443291,80
0.8418089866638183,0.2706340256083895,0.002121591567993164,0.00028968069680146186,relu,10,sgd,"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.9738128491620112,0.9731145251396648,0.9758994062172547,0.9772965420887181,0.9731051344743277,0.9746456914163953,0.0016739308329967047,81
1.050209140777588,0.2904863472013619,0.0023172855377197265,0.00040428608580345024,identity,"(5, 5, 5)",sgd,"{'activation': 'identity', 'hidden_layer_sizes': (5, 5, 5), 'solver': 'sgd'}",0.9745111731843575,0.9727653631284916,0.9762486901851205,0.9762486901851205,0.9734544184421935,0.9746456670250568,0.0014221161011815737,82
1.483624315261841,0.1798961910209697,0.0021880626678466796,0.00017739890656521794,identity,"(5, 10, 5)",adam,"{'activation': 'identity', 'hidden_layer_sizes': (5, 10, 5), 'solver': 'adam'}",0.9769553072625698,0.9731145251396648,0.9731051344743277,0.9769472581208523,0.9731051344743277,0.9746454718943485,0.0018826914756017834,83
3.995085906982422,0.03913365981735305,0.003356742858886719,0.00045110134423438435,logistic,"(10, 10)",sgd,"{'activation': 'logistic', 'hidden_layer_sizes': (10, 10), 'solver': 'sgd'}",0.9759078212290503,0.9724162011173184,0.9731051344743277,0.9769472581208523,0.9741529863779252,0.9745058802638947,0.001695827002238391,84
